service_request_id|status|service_name|service_code|description|agency_responsible|requested_datetime|updated_datetime|expected_datetime|address|zipcode|latitude|longitude|requested_date|updated_date|last_table_update
SR21102406|NEW|"""Heat, no heat hazard"""|"""HEAT"""|"""NO HEAT IN APT. FOR 2 WEEKS"""|Cinc Health Dept|2021-12-02|2021-12-02|2022-05-31|"""843 DELEHANTY CT - GJ0782331779 """|45238.0|39.1104035202877|-84.5963707751785|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102478|CLOS|"""Tall grass/weeds, PS property"""|"""TLGR-PS"""|"""ROW ON READING """|Public Services|2021-12-02|2021-12-02|2022-01-31|"""READING RD & VICTORY PKWY - GJ1828937772 """|45229.0|39.1617914321952|-84.4735024600773|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102286|NEW|"""Dumping, prv prop <2500 sq ft"""|"""DUMP-PVS"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-02|2021-12-02|2022-01-16|"""7525 GRACELY DR, CINC - FJ9816733923"""|45233.0|39.1319624092628|-84.707348425571|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102248|OPEN|"""Roaches - bldg or apartment"""|"""ROACHES"""|"""ROACHES"""|Cinc Health Dept|2021-12-02|2021-12-02|2022-05-31|"""898 WALNUT ST - GJ1511631420 """|45202.0|39.1054002309202|-84.5122163604147|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102416|CLOS|"""Heat, no heat hazard"""|"""HEAT"""|"""NO HEAT"""|Cinc Health Dept|2021-12-02|2021-12-06|2022-05-31|"""3068 WEST TOWER AV - GJ0713634264 """|45238.0|39.1329367044458|-84.603552168837|12/02/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102452|CLOS|"""Tall grass/weeds, PS property"""|"""TLGR-PS"""|"""stop sign over grown """|Public Services|2021-12-02|2021-12-02|2022-01-31|"""499 HARRIET ST - GJ1297630724 """|45203.0|39.0996612039227|-84.5371577978362|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102410|OPEN|"""Rats, problem/infestation"""|"""RATS"""|"""INFESTED"""|Cinc Health Dept|2021-12-02|2021-12-06|2022-05-31|"""2556 A RING PL - GJ1116532033 """|45204.0|39.1118824628396|-84.5576795149185|12/02/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102340|NEW|"""Food operation, unsanitry cond"""|"""FOOD_RES"""|"""CALLER STATES ROACHES IN KITCHEN & BATHROOM"""|Cinc Health Dept|2021-12-02|2021-12-02|2022-05-31|"""6225 GLENWAY AV - GJ0531435473 """|45211.0|39.144256205382|-84.6242516403283|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102361|OPEN|"""Mold, building or apartment"""|"""MOLD"""|"""BATHRM CEILING """|Cinc Health Dept|2021-12-02|2021-12-06|2022-05-31|"""942 GRAND AV - GJ1091831634 """|45205.0|39.1083527035626|-84.560653622883|12/02/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102583|NEW|"""Pavement markings, faded"""|"""PAVMK"""|"""Transfer: 12/03/2021 8:33 AM/SGOODWINREFER TO DPS - READ NOTES  - Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-02|2021-12-03|2022-01-02|"""GEIER DR & MARBURG AV"""|45209.0|39.1627995517585|-84.424630034908|12/02/2021 12:00:00 AM|12/03/2021 12:00:00 AM|12/03/2021 12:00:00 AM
SR21102268|CLOS|"""Food borne illness 2+persons"""|"""FDBRNLLN"""|"""Wendy's- Scarlet Oaks school nurse reports 22 kids ate at the location and 18 are experiencing GI issues. 7 are absent from school today."""|Cinc Health Dept|2021-12-02|2021-12-06|2022-05-31|"""1015 GEST ST - GJ1323331475 """|45203.0|39.1063636813426|-84.5339538785615|12/02/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102567|NEW|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-02|2021-12-02|2022-12-02|"""3049 PENROSE PL, CINC - GJ0720835837"""|45211.0|39.147088036952|-84.6022367886193|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102332|NEW|"""Building, residential"""|"""BLD-RES"""|"""Exterior violations"""|Cinc Building Dept|2021-12-02|2021-12-02|2022-12-02|"""1721 WESTWOOD AV - GJ1140633489 """|45214.0|39.124930327057|-84.5544367029031|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102426|CLOS|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-02|2021-12-06|2022-01-16|"""1542 RIVERSIDE DR, CINC - GJ1722832480"""|45202.0|39.1144233839958|-84.4874660329278|12/02/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102486|CLOS|"""Litter, private property"""|"""LITR-PRV"""|"""TRASH ALL OVER PROPERTY """|Public Services|2021-12-02|2021-12-03|2022-01-16|"""2996 W MCMICKEN AV - GJ1333134988 """|45225.0|39.1379613615749|-84.5317117255551|12/02/2021 12:00:00 AM|12/03/2021 12:00:00 AM|12/03/2021 12:00:00 AM
SR21102411|OPEN|"""Litter, private property"""|"""LITR-PRV"""|"""litter all around the dumpster"""|Public Services|2021-12-02|2021-12-02|2022-01-16|"""3000 WARDALL AV - GJ0748036970 """|45211.0|39.1572167753023|-84.5987476215107|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102302|OPEN|"""Litter, private property"""|"""LITR-PRV"""|"""litter and debris on private"""|Public Services|2021-12-02|2021-12-03|2022-01-16|"""2502 FORTHMANN PL - GJ0929634310 PRIVATE STREET"""|45211.0|39.1328380960731|-84.5785688856552|12/02/2021 12:00:00 AM|12/03/2021 12:00:00 AM|12/03/2021 12:00:00 AM
SR21102381|CLOS|"""Dumping, prv prop <2500 sq ft"""|"""DUMP-PVS"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-02|2021-12-03|2022-01-16|"""4460 MELLWOOD AV, CINC - GJ1458538424"""|45232.0|39.1685914601457|-84.5161248107902|12/02/2021 12:00:00 AM|12/03/2021 12:00:00 AM|12/03/2021 12:00:00 AM
SR21102449|NEW|"""Building, residential"""|"""BLD-RES"""|"""Unit 3 - no heat for 3 weeks, broken window, soiled capets, mice infestation """|Cinc Building Dept|2021-12-02|2021-12-02|2022-12-02|"""843 DELEHANTY CT - GJ0782331779 """|45238.0|39.1104035202877|-84.5963707751785|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102385|OPEN|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-02|2021-12-02|2022-01-16|"""3824 TAPPAN AV, CINC - GJ1127837044"""|45223.0|39.1569739887338|-84.5547982904075|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102465|OPEN|"""Mold, building or apartment"""|"""MOLD"""|"""BTHRM"""|Cinc Health Dept|2021-12-02|2021-12-06|2022-05-31|"""5400 HAMILTON AV - GJ1202740515 """|45224.0|39.1880424409006|-84.545066871573|12/02/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102429|CLOS|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-02|2021-12-03|2022-01-16|"""1643 TREMONT ST, CINC - GJ1157633776"""|45214.0|39.1274797875109|-84.552374430156|12/02/2021 12:00:00 AM|12/03/2021 12:00:00 AM|12/03/2021 12:00:00 AM
SR21102464|CLOS|"""Tall grass/weeds, PS property"""|"""TLGR-PS"""|"""ROW CUT """|Public Services|2021-12-02|2021-12-02|2022-01-31|"""1255 MANSS AV - GJ0937732449 """|45205.0|39.1160641703353|-84.5782071156516|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102313|OPEN|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-02|2021-12-02|2022-01-16|"""818 GLENWOOD AV, CINC - GJ1707636186"""|45229.0|39.1478309572369|-84.4880295880138|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102488|CLOS|"""Heat, no heat hazard"""|"""HEAT"""|"""COMMON AREAS ARE OUT IN THIS BLD - NO HEAT -"""|Cinc Health Dept|2021-12-02|2021-12-06|2022-05-31|"""6018 DAHLGREN ST - GJ2543638540 """|45227.0|39.1668908136406|-84.3906100940068|12/02/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102454|CLOS|"""Service complaint, yardwaste"""|"""SVCCMPLY"""|"""RTC-missed collections, this was a missed date of 11/26/2021 previously SR21101344 closed out as collected, but the bags are still there..
R.STONE PLEASE GIVE A CALL BACK.

12/03/2021 8:58 AM/SGOODWIN - PER 729- WILL COLLECT ONCE IN AREA. CURRENTLY AT DUMP
12/03/2021 9:41 AM/SGOODWIN - DISPATCHED TO 729"""|Public Services|2021-12-02|2021-12-03|2022-01-01|"""2914 GRASSELLI AV - GJ0889335124 r.stone"""|45211.0|39.1402564588406|-84.5829849366625|12/02/2021 12:00:00 AM|12/03/2021 12:00:00 AM|12/03/2021 12:00:00 AM
SR21102443|NEW|"""Building, residential"""|"""BLD-RES"""|"""Living room closet has a leaking pipe causing mold growth in it. Also the ceiling in the living room fell in and has left a hole, this was  from a previous busted pipe. Maintence will not return any calls.. Aside from the mold, citizen states there is a roach and rat infestation."""|Cinc Building Dept|2021-12-02|2021-12-02|2022-12-02|"""1860 QUEEN CITY AV - GJ1088733701 """|45214.0|39.1269726598348|-84.5603706515475|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102448|OPEN|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-02|2021-12-02|2022-01-16|"""2012 POWERS ST, CINC - """|45223.0|39.1577110882591|-84.5538074406112|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102541|CLOS|"""Litter, private property"""|"""LITR-PRV"""|"""trash, metal and yard waste are all being dumped on malory ct """|Public Services|2021-12-02|2021-12-03|2022-01-16|"""BURKE AV & MALORY CT - GJ1903834981 """|45207.0|39.1364786765985|-84.4657462796599|12/02/2021 12:00:00 AM|12/03/2021 12:00:00 AM|12/03/2021 12:00:00 AM
SR21102326|CLOS|"""Heat, no heat hazard"""|"""HEAT"""|"""NO HEAT"""|Cinc Health Dept|2021-12-02|2021-12-06|2022-05-31|"""2550 A HARRISON AV - GJ0873835372 """|45211.0|39.1425298607695|-84.584699300728|12/02/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102475|CLOS|"""Tall grass/weeds, PS property"""|"""TLGR-PS"""|"""CUT ROW """|Public Services|2021-12-02|2021-12-02|2022-01-31|"""4466 READING RD - GJ1852738191 """|45229.0|39.165506841767|-84.4706151806458|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102316|OPEN|"""Building, commercial CBHCODEC"""|"""BLD-COM"""|"""Working in violation of the permit"""|Cinc Building Dept|2021-12-02|2021-12-02|2022-05-31|"""1608 HOFFNER ST - GJ1255037279 """|45223.0|39.1587782188694|-84.5400282047214|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102205|CLOS|"""Tree, trim required public"""|"""TRTRIMUF"""|"""Transfer: 12/02/2021 1:13 AM/SMOOREtransfer to parks  - Request entered through the Web. Refer to Intake Questions for further description."""|Park Department|2021-12-01|2021-12-06|2022-12-02|"""112 E CHARLTON ST, CINC - GJ1548434205"""|45219.0|39.1303852022901|-84.5070603621513|12/01/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102019|NEW|"""Building, residential"""|"""BLD-RES"""|"""illegal apartment in basement. Shower does not have a drain, No second egress for bedroom. """|Cinc Building Dept|2021-12-01|2021-12-01|2022-12-01|"""3827 BOUDINOT AV - GJ0714237317 """|45211.0|39.1604243224388|-84.6025510071677|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102134|OPEN|"""Building, residential"""|"""BLD-RES"""|"""insect and rodent control. """|Cinc Building Dept|2021-12-01|2021-12-06|2022-12-01|"""3656 GLENWAY AV - GJ0982932250 """|45205.0|39.1141655352222|-84.5730427775574|12/01/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21101994|OPEN|"""Vehicle, abandon priv p no acc"""|"""ABAN-VNA"""|"""JV"""|Cinc Health Dept|2021-12-01|2021-12-02|2022-01-20|"""762 HAND AV - GJ1439339419 """|45232.0|39.1775962969541|-84.5180415567927|12/01/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102185|NEW|"""Building, vacant and open res"""|"""BLD_VACR"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-01|2021-12-01|2022-02-11|"""319 E MITCHELL AV, CINC - GJ1646437550"""|45217.0|39.1601972345822|-84.4946090771826|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102100|CLOS|"""Food operation, request gen"""|"""GRCRYCNC"""|"""Wendy's- Caller states no restrooms available for dine-in customers."""|Cinc Health Dept|2021-12-01|2021-12-06|2022-05-30|"""855 WILLIAM H TAFT RD - GJ1696133894 """|45206.0|39.1272172836071|-84.4900983234157|12/01/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21101973|CLOS|"""Litter, private property"""|"""LITR-PRV"""|"""persons living at this building are throwing garbage onto the address of 2639 Stanton.  Please see email"""|Public Services|2021-12-01|2021-12-03|2022-01-15|"""2635 STANTON AV - GJ1673934076 """|45206.0|39.1289124797834|-84.492614511941|12/01/2021 12:00:00 AM|12/03/2021 12:00:00 AM|12/03/2021 12:00:00 AM
SR21101944|NEW|"""Dumping, prv prop <2500 sq ft"""|"""DUMP-PVS"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-01|2021-12-01|2022-01-15|"""209 WADE ST, CINC - GJ1444932185"""|45202.0|39.112455011611|-84.5196695563522|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102030|NEW|"""Roaches - bldg or apartment"""|"""ROACHES"""|"""ROACHES """|Cinc Health Dept|2021-12-01|2021-12-01|2022-05-30|"""1304 BEECH AV - GJ0949532566 """|45205.0|39.1170917156635|-84.5768061251659|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102033|NEW|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-01|2021-12-01|2022-12-01|"""6479 DALY RD, CINC - GJ1308542722"""|45224.0|39.2076537164687|-84.5321108603618|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102009|OPEN|"""Mice, building has mice"""|"""MICE-BLD"""|"""MICE IN THE APT """|Cinc Health Dept|2021-12-01|2021-12-02|2022-05-30|"""3977 YEARLING CT - GJ0939436666 """|45211.0|39.15402117755|-84.5767155404658|12/01/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102197|CLOS|"""Vehicle, abandon priv p access"""|"""ABAN-VPR"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Health Dept|2021-12-01|2021-12-02|2022-01-20|"""3923 HOLBROOK AV, CINC - GJ2168731958"""|45226.0|39.1086028413189|-84.4361048308854|12/01/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102027|NEW|"""Building, vacant and open res """|"""BLD_VACR"""|"""Inspect to update conditions & reissue KVV case B200801617"""|Cinc Building Dept|2021-12-01|2021-12-01|2022-02-11|"""2571 LIDDELL ST - GJ1206234216 """|45225.0|39.1313192898877|-84.5466224427436|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102002|NEW|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-01|2021-12-01|2022-12-01|"""4656 LINDA DR, CINC - GJ0815232166"""|45238.0|39.1138140027367|-84.5924500013264|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102113|NEW|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-01|2021-12-01|2022-12-01|"""2408 KENTON ST, CINC - GJ1662533642"""|45206.0|39.1250318500821|-84.4940559171559|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102184|NEW|"""Building, vacant and open res"""|"""BLD_VACR"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-01|2021-12-01|2022-02-11|"""887 CLINTON SPRINGS AV, CINC - GJ1733536900"""|45229.0|39.1541862370522|-84.4848054989698|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102119|CLOS|"""Dumping, prv prop <2500 sq ft"""|"""DUMP-PVS"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-01|2021-12-02|2022-01-15|"""5020 WINTON RIDGE LN, CINC - GJ1456140023"""|45232.0|39.1829945589447|-84.5158887929615|12/01/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21101948|CLOS|"""Dumping, prv prop <2500 sq ft"""|"""DUMP-PVS"""|"""Dumping site on Liddell St. Items include furniture, matteress, and bags of trash."""|Public Services|2021-12-01|2021-12-01|2022-01-15|"""DEMPSEY ST & LIDDELL ST - GJ1204834284 """|45225.0|39.1319374707334|-84.5467638533091|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102141|NEW|"""Building, illegal use res prop"""|"""BLD_USER"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-01|2021-12-01|2022-02-11|"""1266 SLIKER AV, CINC - GJ0895732541"""|45205.0|39.1170267430964|-84.5828751186425|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102122|CLOS|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-01|2021-12-02|2022-01-15|"""2502 FORTHMANN PL, CINC - GJ0929634310  PRIVATE STREET"""|45211.0|39.1328380960731|-84.5785688856552|12/01/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102210|OPEN|"""Sidewalk, Obstructions"""|"""ADASDWKO"""|"""Transfer: 12/02/2021 1:15 AM/SMOORETransfer to DOTE Sidewalk Obstructions  - Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-12-01|2021-12-02|2022-05-31|"""2605 EDEN AV, CINC - GJ1552034078"""|45219.0|39.1292407920776|-84.5066962494885|12/01/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102115|NEW|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-01|2021-12-01|2022-12-01|"""2408 KENTON ST, CINC - GJ1662533642"""|45206.0|39.1250318500821|-84.4940559171559|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102028|CLOS|"""Sign, grnd mnted new/chang/rem"""|"""NW/MSSNG"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-12-01|2021-12-01|2022-03-01|"""5732 ARNSBY PL, CINC - GJ2500236781"""|45227.0|39.1509703028304|-84.3960227069847|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102048|OPEN|"""Sidewalk, repair haz"""|"""SIDWLKH"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-12-01|2021-12-01|2022-05-30|"""135 JOE NUXHALL WY, CINC - """|45202.0|39.0969155434062|-84.5088052136887|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21102089|NEW|"""Tree, dead on priv prop stndrd"""|"""TREEPR"""|"""tree in rear of yard oppisitte side of driveway. dropping limbs."""|Cinc Building Dept|2021-12-01|2021-12-01|2022-03-01|"""946 OLIVE AV - GJ0982631727 """|45205.0|39.1094490458512|-84.5732492314759|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102130|NEW|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-01|2021-12-01|2022-01-15|"""1725 ATSON LN, CINC - GJ1005532821"""|45205.0|39.1192578332214|-84.5702490016508|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102050|NEW|"""Parking, grass front yd res"""|"""PRKNGYRD"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-01|2021-12-01|2022-05-30|"""234 AVALON ST, CINC - GJ1854142797"""|45216.0|39.2069766654979|-84.4689511533639|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102118|OPEN|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-01|2021-12-03|2022-01-15|"""2408 KENTON ST, CINC - GJ1662533642"""|45206.0|39.1250318500821|-84.4940559171559|12/01/2021 12:00:00 AM|12/03/2021 12:00:00 AM|12/03/2021 12:00:00 AM
SR21102082|NEW|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-01|2021-12-01|2022-12-01|"""615 MCALPIN AV, CINC - GJ1333236335"""|45220.0|39.1500913782936|-84.531275755714|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21101971|OPEN|"""Heat, no heat hazard"""|"""HEAT"""|"""NO HEAT """|Cinc Health Dept|2021-12-01|2021-12-01|2022-05-30|"""6000 TOWNEVISTA DR - GJ1450041894 """|45224.0|39.1998465344614|-84.5160159028039|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102062|NEW|"""Mice, building has mice"""|"""MICE-BLD"""|"""MICE"""|Cinc Health Dept|2021-12-01|2021-12-01|2022-05-30|"""3827 BOUDINOT AV - GJ0714237317 """|45211.0|39.1604243224388|-84.6025510071677|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21101952|NEW|"""Food operation, request gen"""|"""GRCRYCNC"""|"""Decibel Korean Fired Chicken- Caller states hair nets and masks are not worn and food is not to temp."""|Cinc Health Dept|2021-12-01|2021-12-01|2022-05-30|"""100 E COURT ST - GJ1508331568 """|45202.0|39.1067401317797|-84.5125507839576|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102006|NEW|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-01|2021-12-01|2022-12-01|"""1122 WENDOVER CT, CINC - GJ0806632118"""|45238.0|39.1133974713712|-84.5934634805819|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102131|NEW|"""Litter, private property"""|"""LITR-PRV"""|"""TRASH AND LITTER FILLED IN A TRAILER
12/1/2021 3:16 PM/STOWE - WRONG ADDRESS SHOULD BE 6121"""|Public Services|2021-12-01|2021-12-01|2022-01-15|"""6129 FAIRCREST CT - GJ1242142023 """|45224.0|39.2015223185445|-84.5400270928967|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102206|CLOS|"""Parking, grass front yd res"""|"""PRKNGYRD"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-01|2021-12-03|2022-05-30|"""118 E CHARLTON ST, CINC - GJ1551234203"""|45219.0|39.1303659281051|-84.5067459886826|12/01/2021 12:00:00 AM|12/03/2021 12:00:00 AM|12/03/2021 12:00:00 AM
SR21102064|OPEN|"""Heat, no heat hazard"""|"""HEAT"""|"""NO HEAT FOR SEVERAL DAYS"""|Cinc Health Dept|2021-12-01|2021-12-06|2022-05-30|"""3232 BOWLING GREEN CT - GJ1148435507 """|45225.0|39.1430862367047|-84.5529040870818|12/01/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
SR21102040|NEW|"""Mice, building has mice"""|"""MICE-BLD"""|"""INFESTED """|Cinc Health Dept|2021-12-01|2021-12-01|2022-05-30|"""2801 W MCMICKEN AV - GJ1343634343 """|45225.0|39.1321292944141|-84.5307039736301|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102015|NEW|"""Building, residential"""|"""BLD-RES"""|"""Plants growiing through living room floor. Foundattion compromised. Rodents comin ing"""|Cinc Building Dept|2021-12-01|2021-12-01|2022-12-01|"""3977 YEARLING CT - GJ0939436666 """|45211.0|39.15402117755|-84.5767155404658|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21102111|CLOS|"""Litter, private property"""|"""LITR-PRV"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Public Services|2021-12-01|2021-12-02|2022-01-15|"""2502 FORTHMANN PL, CINC - GJ0929634310  PRIVATE STREET"""|45211.0|39.1328380960731|-84.5785688856552|12/01/2021 12:00:00 AM|12/02/2021 12:00:00 AM|12/02/2021 12:00:00 AM
SR21101943|NEW|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-12-01|2021-12-01|2022-12-01|"""915 DANA AV, CINC - GJ1741736645"""|45229.0|39.1518776736631|-84.4839396506878|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
SR21101895|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Reissue """"Working without required permits"""" case B202105598 due to ownership change"""|Cinc Building Dept|2021-12-01|2021-12-01|2022-12-01|"""1858 KNOX ST - GJ1114534008 """|45214.0|39.1296721891413|-84.557286824288|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
